Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	45.000	2.000	1.000	90.000	-34.506	96.388
2.000	45.000	2.000	2.000	70.673	-7.820	71.105
2.000	45.000	2.000	3.000	0.098	-17.791	17.791
2.000	45.000	2.000	4.000	8.113	8.700	11.896
2.000	45.000	2.000	5.000	37.047	-5.083	37.394
2.000	45.000	2.000	6.000	38.807	-11.046	40.348
2.000	45.000	2.000	7.000	52.492	-4.399	52.676
2.000	45.000	2.000	8.000	-10.655	-3.030	11.077
2.000	45.000	2.000	9.000	-33.822	-7.331	34.607
2.000	45.000	2.000	10.000	8.113	-10.264	13.083
2.000	45.000	2.000	1.000	10.068	-1.857	10.238
2.000	45.000	2.000	2.000	34.897	-13.001	37.240
2.000	45.000	2.000	3.000	32.649	-8.016	33.618
2.000	45.000	2.000	4.000	-3.715	-6.549	7.529
2.000	45.000	2.000	5.000	-63.049	-7.331	63.474
2.000	45.000	2.000	6.000	29.618	-12.805	32.268
2.000	45.000	2.000	7.000	40.078	-0.684	40.083
2.000	45.000	2.000	8.000	10.655	-12.708	16.583
2.000	45.000	2.000	9.000	-3.715	-16.715	17.123
2.000	45.000	2.000	10.000	-4.008	-8.602	9.490
2.000	45.000	2.000	1.000	13.881	-6.843	15.475
2.000	45.000	2.000	2.000	-23.753	-8.113	25.101
2.000	45.000	2.000	3.000	-8.602	-13.978	16.413
2.000	45.000	2.000	4.000	18.279	-8.309	20.079
2.000	45.000	2.000	5.000	-0.880	-5.865	5.931
2.000	45.000	2.000	6.000	7.625	-20.430	21.806
2.000	45.000	2.000	7.000	-2.639	-6.354	6.880
2.000	45.000	2.000	8.000	32.844	-8.016	33.808
2.000	45.000	2.000	9.000	-21.114	-12.023	24.297
2.000	45.000	2.000	10.000	15.738	-23.069	27.926
2.000	45.000	2.000	1.000	-8.504	-16.031	18.147
2.000	45.000	2.000	2.000	-3.226	5.376	6.270
2.000	45.000	2.000	3.000	-25.611	-0.978	25.629
2.000	45.000	2.000	4.000	20.332	-16.129	25.952
2.000	45.000	2.000	5.000	-12.512	-0.684	12.531
2.000	45.000	2.000	6.000	-16.520	-10.850	19.764
2.000	45.000	2.000	7.000	-18.084	-11.046	21.190
2.000	45.000	2.000	8.000	6.061	-15.933	17.047
2.000	45.000	2.000	9.000	19.941	-1.760	20.018
2.000	45.000	2.000	10.000	1.760	-15.933	16.030
2.000	45.000	2.000	1.000	15.347	-19.355	24.701
2.000	45.000	2.000	2.000	-21.896	-9.971	24.059
2.000	45.000	2.000	3.000	-31.671	-4.692	32.017
2.000	45.000	2.000	4.000	-10.948	-13.001	16.996
2.000	45.000	2.000	5.000	-7.820	-7.820	11.059
2.000	45.000	2.000	6.000	23.949	-12.219	26.886
2.000	45.000	2.000	7.000	-19.941	-10.850	22.702
2.000	45.000	2.000	8.000	25.513	0.098	25.513
2.000	45.000	2.000	9.000	5.670	-12.610	13.826
2.000	45.000	2.000	10.000	21.701	-18.475	28.500
2.000	45.000	2.000	1.000	-30.498	-12.219	32.855
2.000	45.000	2.000	2.000	-10.166	-6.452	12.040
2.000	45.000	2.000	3.000	15.445	-14.076	20.897
2.000	45.000	2.000	4.000	19.355	-8.798	21.260
2.000	45.000	2.000	5.000	36.852	-15.249	39.882
2.000	45.000	2.000	6.000	-27.761	-6.256	28.457
2.000	45.000	2.000	7.000	-41.153	-6.158	41.611
2.000	45.000	2.000	8.000	-11.144	-12.512	16.755
2.000	45.000	2.000	9.000	41.055	-9.677	42.180
2.000	45.000	2.000	10.000	15.445	-14.760	21.363
