Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	9.000	2.000	10.000	-7.830	-2.978	8.377
2.000	9.000	2.000	1.000	4.943	-13.669	14.535
2.000	9.000	2.000	2.000	-0.035	8.028	8.029
2.000	9.000	2.000	3.000	7.599	4.943	9.066
2.000	9.000	2.000	4.000	14.252	-7.312	16.019
2.000	9.000	2.000	5.000	6.950	-15.202	16.715
2.000	9.000	2.000	6.000	8.357	-11.038	13.844
2.000	9.000	2.000	7.000	11.820	-6.842	13.658
2.000	9.000	2.000	8.000	-12.776	10.593	16.597
2.000	9.000	2.000	9.000	4.710	12.476	13.336
2.000	9.000	2.000	10.000	12.902	-12.751	18.140
2.000	9.000	2.000	1.000	38.612	-4.770	38.906
2.000	9.000	2.000	2.000	0.174	-0.691	0.712
2.000	9.000	2.000	3.000	10.764	5.918	12.283
2.000	9.000	2.000	4.000	-32.350	-4.439	32.654
2.000	9.000	2.000	5.000	-23.953	4.003	24.285
2.000	9.000	2.000	6.000	5.782	-5.864	8.236
2.000	9.000	2.000	7.000	14.451	-10.256	17.720
2.000	9.000	2.000	8.000	-7.167	-12.789	14.660
2.000	9.000	2.000	9.000	-14.893	11.738	18.963
2.000	9.000	2.000	10.000	7.931	6.107	10.010
2.000	9.000	2.000	1.000	-21.786	-1.647	21.848
2.000	9.000	2.000	2.000	-0.763	-14.562	14.582
2.000	9.000	2.000	3.000	-6.208	1.767	6.455
2.000	9.000	2.000	4.000	17.088	-7.404	18.623
2.000	9.000	2.000	5.000	14.129	-14.161	20.004
2.000	9.000	2.000	6.000	-8.013	-2.580	8.418
2.000	9.000	2.000	7.000	3.738	6.634	7.615
2.000	9.000	2.000	8.000	6.429	-0.991	6.505
2.000	9.000	2.000	9.000	-14.426	11.038	18.164
2.000	9.000	2.000	10.000	-14.517	2.133	14.673
2.000	9.000	2.000	1.000	-1.845	6.521	6.777
2.000	9.000	2.000	2.000	-23.265	4.079	23.620
2.000	9.000	2.000	3.000	14.855	-0.773	14.875
2.000	9.000	2.000	4.000	17.385	-1.246	17.430
2.000	9.000	2.000	5.000	35.549	6.489	36.137
2.000	9.000	2.000	6.000	21.331	-3.331	21.590
2.000	9.000	2.000	7.000	18.136	-8.319	19.953
2.000	9.000	2.000	8.000	-1.912	-1.603	2.495
2.000	9.000	2.000	9.000	-43.540	3.754	43.701
2.000	9.000	2.000	10.000	-0.868	-14.754	14.780
