Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	10.000	2.000	3.000	8.814	-5.289	10.279
2.000	10.000	2.000	4.000	8.521	-5.289	10.028
2.000	10.000	2.000	5.000	8.521	-5.387	10.080
2.000	10.000	2.000	6.000	20.371	-5.680	21.148
2.000	10.000	2.000	7.000	2.057	-6.856	7.157
2.000	10.000	2.000	8.000	45.247	-4.015	45.425
2.000	10.000	2.000	9.000	-25.464	-4.701	25.894
2.000	10.000	2.000	10.000	-35.453	-5.778	35.921
2.000	10.000	2.000	1.000	12.438	-3.722	12.983
2.000	10.000	2.000	2.000	14.005	-8.129	16.193
2.000	10.000	2.000	3.000	8.521	-8.521	12.050
2.000	10.000	2.000	4.000	34.180	-14.984	37.320
2.000	10.000	2.000	5.000	4.701	-2.448	5.300
2.000	10.000	2.000	6.000	-3.526	11.459	11.989
2.000	10.000	2.000	7.000	-1.273	-3.428	3.657
2.000	10.000	2.000	8.000	-24.582	-4.407	24.974
2.000	10.000	2.000	9.000	-2.351	-6.856	7.247
2.000	10.000	2.000	10.000	22.134	4.995	22.690
2.000	10.000	2.000	1.000	-9.010	-0.686	9.036
2.000	10.000	2.000	2.000	3.918	-4.505	5.970
2.000	10.000	2.000	3.000	-6.366	-1.371	6.512
2.000	10.000	2.000	4.000	3.722	-4.211	5.620
2.000	10.000	2.000	5.000	-16.845	-4.799	17.515
2.000	10.000	2.000	6.000	-34.180	-3.330	34.342
2.000	10.000	2.000	7.000	14.103	-5.876	15.278
2.000	10.000	2.000	8.000	-7.443	-7.737	10.736
2.000	10.000	2.000	9.000	-7.933	-6.954	10.549
2.000	10.000	2.000	10.000	17.335	-2.057	17.457
