Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	32.000	2.000	1.000	-0.055	-25.244	25.244
1.000	32.000	2.000	2.000	16.257	6.521	17.516
1.000	32.000	2.000	3.000	-3.739	-9.679	10.376
1.000	32.000	2.000	4.000	40.115	-0.967	40.127
1.000	32.000	2.000	5.000	-69.571	-1.122	69.580
1.000	32.000	2.000	6.000	14.061	-13.533	19.515
1.000	32.000	2.000	7.000	-21.645	-9.542	23.655
1.000	32.000	2.000	8.000	16.305	-16.376	23.109
1.000	32.000	2.000	9.000	8.879	-11.761	14.736
1.000	32.000	2.000	10.000	43.625	-6.943	44.174
1.000	32.000	2.000	1.000	85.689	-11.437	86.449
1.000	32.000	2.000	2.000	-48.540	-4.005	48.705
1.000	32.000	2.000	3.000	45.481	-8.219	46.218
1.000	32.000	2.000	4.000	57.334	-1.983	57.368
1.000	32.000	2.000	5.000	123.865	-3.790	123.923
1.000	32.000	2.000	6.000	-47.554	-0.387	47.556
1.000	32.000	2.000	7.000	-13.907	-5.841	15.084
1.000	32.000	2.000	8.000	-15.582	-11.219	19.200
1.000	32.000	2.000	9.000	2.914	-9.889	10.309
1.000	32.000	2.000	10.000	-34.744	-3.741	34.944
1.000	32.000	2.000	1.000	30.022	-7.697	30.993
1.000	32.000	2.000	2.000	90.398	-5.479	90.564
1.000	32.000	2.000	3.000	-9.213	-7.123	11.645
1.000	32.000	2.000	4.000	-32.886	-4.528	33.196
1.000	32.000	2.000	5.000	63.083	-12.758	64.361
1.000	32.000	2.000	6.000	45.776	-7.242	46.346
1.000	32.000	2.000	7.000	3.503	-9.107	9.758
1.000	32.000	2.000	8.000	6.633	-9.603	11.671
1.000	32.000	2.000	9.000	10.843	-8.438	13.739
1.000	32.000	2.000	10.000	14.061	-13.240	19.313
1.000	32.000	2.000	1.000	68.487	-2.398	68.529
1.000	32.000	2.000	2.000	-18.118	-7.789	19.722
1.000	32.000	2.000	3.000	14.843	-13.535	20.088
1.000	32.000	2.000	4.000	-4.396	3.141	5.403
1.000	32.000	2.000	5.000	-0.111	-6.164	6.165
1.000	32.000	2.000	6.000	38.718	-13.391	40.968
1.000	32.000	2.000	7.000	-20.463	-6.120	21.359
1.000	32.000	2.000	8.000	-37.382	-2.268	37.451
1.000	32.000	2.000	9.000	-4.612	-6.350	7.848
1.000	32.000	2.000	10.000	-7.344	-2.332	7.705
1.000	32.000	2.000	1.000	60.747	-7.274	61.181
1.000	32.000	2.000	2.000	6.448	-4.515	7.872
1.000	32.000	2.000	3.000	-21.238	-2.498	21.384
1.000	32.000	2.000	4.000	-54.306	-0.470	54.308
1.000	32.000	2.000	5.000	-23.984	-5.330	24.569
1.000	32.000	2.000	6.000	22.874	-10.323	25.095
1.000	32.000	2.000	7.000	-27.777	5.148	28.250
1.000	32.000	2.000	8.000	32.674	-3.202	32.830
1.000	32.000	2.000	9.000	-25.333	4.360	25.705
1.000	32.000	2.000	10.000	35.832	9.316	37.023
1.000	32.000	2.000	1.000	12.399	-12.747	17.782
1.000	32.000	2.000	2.000	-82.289	-0.116	82.289
1.000	32.000	2.000	3.000	-34.150	-0.905	34.162
1.000	32.000	2.000	4.000	0.593	2.738	2.802
1.000	32.000	2.000	5.000	-25.652	-7.577	26.748
1.000	32.000	2.000	6.000	-7.273	-14.955	16.630
1.000	32.000	2.000	7.000	6.535	-9.505	11.535
1.000	32.000	2.000	8.000	44.687	-13.110	46.571
1.000	32.000	2.000	9.000	39.125	-6.445	39.652
1.000	32.000	2.000	10.000	-0.702	-7.826	7.858
1.000	32.000	2.000	1.000	37.632	-17.987	41.710
1.000	32.000	2.000	2.000	17.108	-7.082	18.516
1.000	32.000	2.000	3.000	49.981	-8.718	50.735
1.000	32.000	2.000	4.000	-29.263	-3.361	29.456
1.000	32.000	2.000	5.000	-15.386	-11.317	19.100
1.000	32.000	2.000	6.000	26.510	-2.895	26.668
1.000	32.000	2.000	7.000	-51.770	-4.291	51.948
1.000	32.000	2.000	8.000	31.782	-8.386	32.870
1.000	32.000	2.000	9.000	-34.349	-2.274	34.424
1.000	32.000	2.000	10.000	-29.660	-6.002	30.262
