Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	30.000	2.000	4.000	-8.521	-7.443	11.314
2.000	30.000	2.000	5.000	4.016	-10.969	11.681
2.000	30.000	2.000	6.000	-14.005	-8.325	16.293
2.000	30.000	2.000	7.000	-11.263	-12.242	16.635
2.000	30.000	2.000	8.000	-0.392	-5.289	5.303
2.000	30.000	2.000	9.000	1.665	-1.273	2.096
2.000	30.000	2.000	10.000	10.577	-8.031	13.281
2.000	30.000	2.000	1.000	-7.933	-2.644	8.362
2.000	30.000	2.000	2.000	0.294	-9.500	9.505
2.000	30.000	2.000	3.000	11.557	-9.794	15.149
2.000	30.000	2.000	4.000	-9.500	7.639	12.191
2.000	30.000	2.000	5.000	-43.289	-2.057	43.338
2.000	30.000	2.000	6.000	-32.908	-7.737	33.805
2.000	30.000	2.000	7.000	16.552	8.815	18.753
2.000	30.000	2.000	8.000	-14.103	-8.423	16.427
2.000	30.000	2.000	9.000	-29.480	6.268	30.139
2.000	30.000	2.000	10.000	14.887	-8.423	17.104
2.000	30.000	2.000	1.000	-0.588	-5.289	5.321
2.000	30.000	2.000	2.000	15.474	-8.815	17.809
2.000	30.000	2.000	3.000	15.181	-19.392	24.627
2.000	30.000	2.000	4.000	-33.104	-7.052	33.846
2.000	30.000	2.000	5.000	21.351	-11.067	24.049
2.000	30.000	2.000	6.000	16.552	-9.402	19.036
2.000	30.000	2.000	7.000	-10.675	-6.660	12.582
2.000	30.000	2.000	8.000	3.820	-5.974	7.091
2.000	30.000	2.000	9.000	-46.913	-0.098	46.913
2.000	30.000	2.000	10.000	13.320	-4.701	14.125
2.000	30.000	2.000	1.000	24.975	4.016	25.295
2.000	30.000	2.000	2.000	-29.774	-7.345	30.666
2.000	30.000	2.000	3.000	-13.907	-8.423	16.259
2.000	30.000	2.000	4.000	5.680	-7.052	9.055
2.000	30.000	2.000	5.000	-34.671	0.294	34.672
2.000	30.000	2.000	6.000	-17.433	-3.428	17.767
2.000	30.000	2.000	7.000	16.062	-9.304	18.562
2.000	30.000	2.000	8.000	20.763	-9.206	22.713
2.000	30.000	2.000	9.000	-41.135	-3.918	41.321
2.000	30.000	2.000	10.000	-1.175	-8.717	8.795
2.000	30.000	2.000	1.000	-44.660	1.959	44.703
2.000	30.000	2.000	2.000	10.577	9.108	13.959
2.000	30.000	2.000	3.000	-9.108	-8.521	12.473
2.000	30.000	2.000	4.000	3.820	-5.387	6.603
2.000	30.000	2.000	5.000	-38.588	2.057	38.643
2.000	30.000	2.000	6.000	12.047	-8.521	14.755
2.000	30.000	2.000	7.000	11.949	8.521	14.676
2.000	30.000	2.000	8.000	NA	NA	NA
2.000	30.000	2.000	9.000	12.047	8.423	14.699
2.000	30.000	2.000	10.000	-16.650	-2.351	16.815
2.000	30.000	2.000	1.000	-2.448	-4.799	5.388
2.000	30.000	2.000	2.000	-28.011	-2.546	28.126
2.000	30.000	2.000	3.000	8.031	-2.546	8.425
2.000	30.000	2.000	4.000	-0.098	0.098	0.139
2.000	30.000	2.000	5.000	-2.448	-5.583	6.096
2.000	30.000	2.000	6.000	13.809	0.588	13.822
2.000	30.000	2.000	7.000	-13.907	-11.459	18.020
2.000	30.000	2.000	8.000	1.665	-14.789	14.882
2.000	30.000	2.000	9.000	-10.969	3.330	11.464
2.000	30.000	2.000	10.000	-9.892	2.840	10.292
