Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	50.000	2.000	1.000	132	-18.021	110.196
1.000	50.000	2.000	2.000	-45.640	-3.428	45.768
1.000	50.000	2.000	3.000	10.480	-1.763	10.627
1.000	50.000	2.000	4.000	-42.604	-6.366	43.077
1.000	50.000	2.000	5.000	-55.532	-9.304	56.306
1.000	50.000	2.000	6.000	9.108	-18.413	20.542
1.000	50.000	2.000	7.000	-30.655	-6.660	31.370
1.000	50.000	2.000	8.000	49.949	-4.799	50.179
1.000	50.000	2.000	9.000	17.629	-10.186	20.360
1.000	50.000	2.000	10.000	-50.831	-10.186	51.841
1.000	50.000	2.000	1.000	32.810	-16.944	36.926
1.000	50.000	2.000	2.000	16.748	-11.949	20.573
1.000	50.000	2.000	3.000	-47.599	-2.644	47.672
1.000	50.000	2.000	4.000	-49.068	-4.701	49.292
1.000	50.000	2.000	5.000	7.052	-17.923	19.260
1.000	50.000	2.000	6.000	52.593	-8.521	53.279
1.000	50.000	2.000	7.000	8.815	-3.232	9.388
1.000	50.000	2.000	8.000	43.191	-6.072	43.616
1.000	50.000	2.000	9.000	-15.376	-10.088	18.390
1.000	50.000	2.000	10.000	-35.258	-16.650	38.992
1.000	50.000	2.000	1.000	95.883	-3.722	95.955
1.000	50.000	2.000	2.000	-54.748	-0.196	54.748
1.000	50.000	2.000	3.000	-15.083	-1.273	15.136
1.000	50.000	2.000	4.000	58.274	-5.583	58.541
1.000	50.000	2.000	5.000	-5.680	2.840	6.351
1.000	50.000	2.000	6.000	26.346	-3.330	26.555
1.000	50.000	2.000	7.000	-57.392	-9.206	58.126
1.000	50.000	2.000	8.000	10.480	-2.253	10.719
1.000	50.000	2.000	9.000	17.629	-3.232	17.923
1.000	50.000	2.000	10.000	48.872	7.443	49.435
1.000	50.000	2.000	1.000	73.944	-4.701	74.094
1.000	50.000	2.000	2.000	6.268	-6.072	8.727
1.000	50.000	2.000	3.000	10.382	-19.490	22.082
1.000	50.000	2.000	4.000	34.964	-21.253	40.917
1.000	50.000	2.000	5.000	12.634	-15.572	20.053
1.000	50.000	2.000	6.000	26.052	-5.680	26.664
1.000	50.000	2.000	7.000	-13.320	-18.511	22.805
1.000	50.000	2.000	8.000	21.253	-4.799	21.788
1.000	50.000	2.000	9.000	21.547	16.846	27.350
1.000	50.000	2.000	10.000	-80.898	-2.057	80.924
1.000	50.000	2.000	1.000	50.439	-19.098	53.933
1.000	50.000	2.000	2.000	9.794	-5.093	11.039
1.000	50.000	2.000	3.000	-14.397	-11.263	18.279
1.000	50.000	2.000	4.000	-44.073	-12.242	45.741
1.000	50.000	2.000	5.000	-23.603	-9.206	25.335
1.000	50.000	2.000	6.000	-75.022	-6.072	75.267
1.000	50.000	2.000	7.000	71.006	11.557	71.940
1.000	50.000	2.000	8.000	30.557	-4.211	30.846
1.000	50.000	2.000	9.000	90.000	-5.583	90.173
1.000	50.000	2.000	10.000	37.119	-17.041	40.844
1.000	50.000	2.000	1.000	-1.959	-20.371	20.465
1.000	50.000	2.000	2.000	-12.732	-23.799	26.991
1.000	50.000	2.000	3.000	-35.062	-6.758	35.708
1.000	50.000	2.000	4.000	-8.325	-14.985	17.142
1.000	50.000	2.000	5.000	27.619	-16.748	32.300
1.000	50.000	2.000	6.000	-14.299	-23.114	27.179
1.000	50.000	2.000	7.000	-63.073	-7.150	63.477
1.000	50.000	2.000	8.000	-33.887	-18.119	38.427
1.000	50.000	2.000	9.000	42.114	-11.067	43.544
1.000	50.000	2.000	10.000	-16.062	-11.165	19.561
1.000	50.000	2.000	1.000	3.918	-16.552	17.009
1.000	50.000	2.000	2.000	-6.268	-10.969	12.634
1.000	50.000	2.000	3.000	39.763	-17.433	43.417
1.000	50.000	2.000	4.000	8.815	-31.634	32.840
1.000	50.000	2.000	5.000	38.980	-19.000	43.364
1.000	50.000	2.000	6.000	-2.351	-10.675	10.931
1.000	50.000	2.000	7.000	-42.114	-13.516	44.230
1.000	50.000	2.000	8.000	-54.748	-4.995	54.975
1.000	50.000	2.000	9.000	-31.830	-9.794	33.303
1.000	50.000	2.000	10.000	59.547	10.773	60.514
1.000	50.000	2.000	1.000	-52.006	-9.500	52.866
1.000	50.000	2.000	2.000	39.176	-12.438	41.103
1.000	50.000	2.000	3.000	22.428	-7.639	23.693
1.000	50.000	2.000	4.000	14.789	-22.428	26.865
1.000	50.000	2.000	5.000	-3.330	-28.011	28.208
1.000	50.000	2.000	6.000	36.336	-34.377	50.020
1.000	50.000	2.000	7.000	47.207	-20.078	51.299
1.000	50.000	2.000	8.000	71.496	10.969	72.332
1.000	50.000	2.000	9.000	-46.227	-2.742	46.309
1.000	50.000	2.000	10.000	78.352	-8.325	78.793
1.000	50.000	2.000	1.000	-41.232	-1.959	41.279
1.000	50.000	2.000	2.000	-2.057	-28.990	29.063
1.000	50.000	2.000	3.000	10.675	-27.227	29.245
1.000	50.000	2.000	4.000	65.032	-16.160	67.010
1.000	50.000	2.000	5.000	-17.139	-20.371	26.622
1.000	50.000	2.000	6.000	74.826	-7.737	75.225
1.000	50.000	2.000	7.000	30.067	-10.186	31.746
1.000	50.000	2.000	8.000	-9.010	-25.954	27.474
1.000	50.000	2.000	9.000	-11.655	-5.876	13.052
1.000	50.000	2.000	10.000	28.304	-16.160	32.593
1.000	50.000	2.000	1.000	90.000	-5.583	90.173
1.000	50.000	2.000	2.000	8.912	-21.155	22.956
1.000	50.000	2.000	3.000	8.717	-2.351	9.028
1.000	50.000	2.000	4.000	-37.021	-9.794	38.295
1.000	50.000	2.000	5.000	-21.743	0.490	21.748
1.000	50.000	2.000	6.000	-29.969	-18.511	35.225
1.000	50.000	2.000	7.000	-18.608	-8.227	20.346
1.000	50.000	2.000	8.000	0.098	0.392	0.404
1.000	50.000	2.000	9.000	-50.928	-0.588	50.932
1.000	50.000	2.000	10.000	34.866	9.206	36.061
