Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	6.000	2.000	2.000	9.770	-6.612	11.797
2.000	6.000	2.000	3.000	-20.093	-1.410	20.143
2.000	6.000	2.000	4.000	-11.610	0.657	11.629
2.000	6.000	2.000	5.000	23.825	-9.703	25.725
2.000	6.000	2.000	6.000	6.256	-5.742	8.492
2.000	6.000	2.000	7.000	5.769	-5.841	8.209
2.000	6.000	2.000	8.000	-8.849	-12.799	15.560
2.000	6.000	2.000	9.000	20.413	-10.783	23.086
2.000	6.000	2.000	10.000	-26.141	-1.619	26.191
2.000	6.000	2.000	1.000	-14.921	-1.984	15.053
2.000	6.000	2.000	2.000	-19.516	2.396	19.663
2.000	6.000	2.000	3.000	-8.970	-2.068	9.206
2.000	6.000	2.000	4.000	-1.753	-1.272	2.166
2.000	6.000	2.000	5.000	43.235	-8.294	44.023
2.000	6.000	2.000	6.000	-44.571	-4.976	44.848
2.000	6.000	2.000	7.000	51.488	9.479	52.353
2.000	6.000	2.000	8.000	-11.392	-9.781	15.015
2.000	6.000	2.000	9.000	-12.289	-1.100	12.339
2.000	6.000	2.000	10.000	-40.375	-5.845	40.796
2.000	6.000	2.000	1.000	0.288	2.244	2.263
2.000	6.000	2.000	2.000	16.499	-5.622	17.431
2.000	6.000	2.000	3.000	8.223	-12.664	15.099
2.000	6.000	2.000	4.000	40.295	-2.155	40.352
2.000	6.000	2.000	5.000	-19.298	-8.237	20.982
2.000	6.000	2.000	6.000	-4.964	-4.986	7.036
2.000	6.000	2.000	7.000	22.856	-12.632	26.114
2.000	6.000	2.000	8.000	-1.948	-1.468	2.439
2.000	6.000	2.000	9.000	-32.762	-7.291	33.564
2.000	6.000	2.000	10.000	9.180	-4.467	10.209
2.000	6.000	2.000	1.000	-8.086	-4.896	9.453
2.000	6.000	2.000	2.000	9.866	-5.831	11.460
2.000	6.000	2.000	3.000	-1.157	-6.148	6.256
2.000	6.000	2.000	4.000	-25.452	-4.349	25.821
2.000	6.000	2.000	5.000	-8.855	-10.263	13.555
2.000	6.000	2.000	6.000	-10.807	-9.682	14.510
2.000	6.000	2.000	7.000	24.688	-2.970	24.866
2.000	6.000	2.000	8.000	-19.005	-8.432	20.791
2.000	6.000	2.000	9.000	17.576	-7.278	19.023
2.000	6.000	2.000	10.000	-14.334	-3.153	14.676
2.000	6.000	2.000	1.000	9.253	6.752	11.454
2.000	6.000	2.000	2.000	26.527	3.668	26.779
2.000	6.000	2.000	3.000	10.665	-14.317	17.853
2.000	6.000	2.000	4.000	-21.264	-1.315	21.305
2.000	6.000	2.000	5.000	-0.363	-12.293	12.298
2.000	6.000	2.000	6.000	-17.659	0.644	17.671
2.000	6.000	2.000	7.000	19.435	-10.005	21.860
2.000	6.000	2.000	8.000	-8.282	-4.506	9.429
2.000	6.000	2.000	9.000	10.827	0.902	10.864
2.000	6.000	2.000	10.000	10.063	-6.807	12.149
2.000	6.000	2.000	1.000	4.777	1.474	4.999
2.000	6.000	2.000	2.000	42.927	-1.466	42.952
2.000	6.000	2.000	3.000	-23.811	3.459	24.061
2.000	6.000	2.000	4.000	1.277	-3.899	4.103
2.000	6.000	2.000	5.000	7.924	-9.933	12.706
2.000	6.000	2.000	6.000	-1.845	-4.004	4.408
2.000	6.000	2.000	7.000	-13.160	-4.614	13.945
2.000	6.000	2.000	8.000	-38.126	-8.181	38.994
2.000	6.000	2.000	9.000	16.803	-10.694	19.917
2.000	6.000	2.000	10.000	14.058	-4.554	14.777
