Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	12.000	2.000	1.000	-14.759	-10.165	17.921
2.000	12.000	2.000	2.000	3.812	-15.932	16.381
2.000	12.000	2.000	3.000	36.262	-12.120	38.234
2.000	12.000	2.000	4.000	-50.239	-9.383	51.108
2.000	12.000	2.000	5.000	4.692	-14.368	15.115
2.000	12.000	2.000	6.000	-8.894	-12.120	15.033
2.000	12.000	2.000	7.000	34.894	-23.653	42.155
2.000	12.000	2.000	8.000	25.413	25.510	36.008
2.000	12.000	2.000	9.000	14.172	-9.774	17.216
2.000	12.000	2.000	10.000	27.661	-16.030	31.970
2.000	12.000	2.000	1.000	-17.593	-3.910	18.023
2.000	12.000	2.000	2.000	-25.706	-8.699	27.138
2.000	12.000	2.000	3.000	53.171	10.947	54.286
2.000	12.000	2.000	4.000	-26.683	-7.331	27.672
2.000	12.000	2.000	5.000	-86.892	0.391	86.893
2.000	12.000	2.000	6.000	-12.609	-9.676	15.894
2.000	12.000	2.000	7.000	6.060	-6.646	8.994
2.000	12.000	2.000	8.000	53.171	-12.902	54.714
2.000	12.000	2.000	9.000	-42.615	-2.444	42.685
2.000	12.000	2.000	10.000	36.067	-2.053	36.125
2.000	12.000	2.000	1.000	-36.262	-4.203	36.505
2.000	12.000	2.000	2.000	-32.255	-4.985	32.638
2.000	12.000	2.000	3.000	5.278	-13.097	14.121
2.000	12.000	2.000	4.000	47.307	-14.857	49.585
2.000	12.000	2.000	5.000	-26.488	-7.917	27.646
2.000	12.000	2.000	6.000	-76.336	1.368	76.348
2.000	12.000	2.000	7.000	30.104	-15.639	33.924
2.000	12.000	2.000	8.000	-28.540	-9.188	29.983
2.000	12.000	2.000	9.000	31.864	-1.662	31.907
2.000	12.000	2.000	10.000	-18.082	-8.210	19.859
2.000	12.000	2.000	1.000	-6.842	-9.676	11.851
2.000	12.000	2.000	2.000	11.533	-16.909	20.468
2.000	12.000	2.000	3.000	-2.053	-11.533	11.715
2.000	12.000	2.000	4.000	7.917	-8.113	11.335
2.000	12.000	2.000	5.000	-2.053	-11.924	12.100
2.000	12.000	2.000	6.000	6.842	-12.609	14.345
2.000	12.000	2.000	7.000	-7.428	-6.353	9.775
2.000	12.000	2.000	8.000	-27.563	-7.331	28.521
2.000	12.000	2.000	9.000	-9.383	-7.526	12.029
2.000	12.000	2.000	10.000	11.533	-16.714	20.307
2.000	12.000	2.000	1.000	-2.541	-1.271	2.841
2.000	12.000	2.000	2.000	-39.292	1.662	39.327
2.000	12.000	2.000	3.000	-2.932	-9.676	10.111
2.000	12.000	2.000	4.000	-33.916	-5.864	34.419
2.000	12.000	2.000	5.000	25.413	-9.774	27.228
2.000	12.000	2.000	6.000	-14.759	-4.789	15.517
2.000	12.000	2.000	7.000	11.924	-9.383	15.174
2.000	12.000	2.000	8.000	20.232	-11.240	23.145
2.000	12.000	2.000	9.000	39.781	-14.661	42.396
2.000	12.000	2.000	10.000	-15.052	-5.962	16.190
2.000	12.000	2.000	1.000	26.097	-11.045	28.338
2.000	12.000	2.000	2.000	-21.992	-10.849	24.522
2.000	12.000	2.000	3.000	-32.743	-4.789	33.092
2.000	12.000	2.000	4.000	0.195	-8.503	8.506
2.000	12.000	2.000	5.000	-0.977	-9.579	9.628
2.000	12.000	2.000	6.000	8.601	-13.782	16.245
2.000	12.000	2.000	7.000	14.075	-11.631	18.259
2.000	12.000	2.000	8.000	3.616	-13.293	13.776
2.000	12.000	2.000	9.000	27.661	-6.842	28.494
2.000	12.000	2.000	10.000	-52.878	0.000	52.878
2.000	12.000	2.000	1.000	24.338	-5.083	24.863
2.000	12.000	2.000	2.000	-32.743	-4.985	33.121
2.000	12.000	2.000	3.000	-7.233	-2.150	7.546
2.000	12.000	2.000	4.000	-3.714	-4.496	5.832
2.000	12.000	2.000	5.000	27.563	-10.654	29.550
2.000	12.000	2.000	6.000	-11.142	-9.774	14.822
2.000	12.000	2.000	7.000	-20.330	-6.940	21.482
2.000	12.000	2.000	8.000	23.360	6.744	24.314
2.000	12.000	2.000	9.000	-38.217	-3.714	38.397
2.000	12.000	2.000	10.000	-2.541	-2.150	3.329
