Grp	sID	Phase	Trial	S/L	L/R	RE	
1.000	57.000	2.000	7.000	-29.702	-6.995	30.515
1.000	57.000	2.000	8.000	-24.803	-13.633	28.302
1.000	57.000	2.000	9.000	18.390	-7.102	19.713
1.000	57.000	2.000	10.000	34.611	-4.726	34.932
1.000	57.000	2.000	1.000	99.941	-23.666	102.705
1.000	57.000	2.000	2.000	43.901	-6.859	44.434
1.000	57.000	2.000	3.000	-4.203	-0.301	4.213
1.000	57.000	2.000	4.000	-21.488	-9.032	23.309
1.000	57.000	2.000	5.000	-49.160	-3.707	49.300
1.000	57.000	2.000	6.000	19.979	-20.979	28.970
1.000	57.000	2.000	7.000	-42.213	-7.311	42.842
1.000	57.000	2.000	8.000	-4.372	-14.475	15.120
1.000	57.000	2.000	9.000	-21.487	-9.228	23.385
1.000	57.000	2.000	10.000	46.836	-8.027	47.519
1.000	57.000	2.000	1.000	8.433	-14.549	16.816
1.000	57.000	2.000	2.000	97.787	-21.617	100.148
1.000	57.000	2.000	3.000	-21.487	-9.423	23.463
1.000	57.000	2.000	4.000	-24.226	-8.549	25.690
1.000	57.000	2.000	5.000	-11.217	-13.119	17.260
1.000	57.000	2.000	6.000	-11.117	-13.998	17.876
1.000	57.000	2.000	7.000	-50.232	-5.469	50.529
1.000	57.000	2.000	8.000	20.075	-19.708	28.132
1.000	57.000	2.000	9.000	11.648	-8.971	14.703
1.000	57.000	2.000	10.000	8.523	-10.248	13.329
1.000	57.000	2.000	1.000	-11.602	-16.247	19.965
1.000	57.000	2.000	2.000	42.067	-19.179	46.232
1.000	57.000	2.000	3.000	-42.898	-7.215	43.500
1.000	57.000	2.000	4.000	-7.309	-11.743	13.832
1.000	57.000	2.000	5.000	23.890	-21.754	32.311
1.000	57.000	2.000	6.000	27.888	-16.175	32.239
1.000	57.000	2.000	7.000	-34.789	-4.756	35.113
1.000	57.000	2.000	8.000	-23.631	-12.848	26.898
1.000	57.000	2.000	9.000	-27.450	-9.141	28.932
1.000	57.000	2.000	10.000	36.488	-15.572	39.672
1.000	57.000	2.000	1.000	-7.131	-2.555	7.575
1.000	57.000	2.000	2.000	39.723	-20.454	44.680
1.000	57.000	2.000	3.000	4.038	-16.610	17.093
1.000	57.000	2.000	4.000	-8.283	-13.993	16.261
1.000	57.000	2.000	5.000	-15.515	-14.593	21.299
1.000	57.000	2.000	6.000	17.027	-10.330	19.915
1.000	57.000	2.000	7.000	8.907	-6.630	11.104
1.000	57.000	2.000	8.000	-6.920	-10.765	12.797
1.000	57.000	2.000	9.000	49.990	-22.194	54.695
1.000	57.000	2.000	10.000	36.979	-16.647	40.553
1.000	57.000	2.000	1.000	29.664	-25.164	38.900
1.000	57.000	2.000	2.000	-0.954	-12.709	12.745
1.000	57.000	2.000	3.000	-39.484	-3.103	39.606
1.000	57.000	2.000	4.000	114.324	-31.166	118.496
1.000	57.000	2.000	5.000	-0.072	-13.782	13.783
1.000	57.000	2.000	6.000	2.764	-14.657	14.915
1.000	57.000	2.000	7.000	-49.546	-6.543	49.976
1.000	57.000	2.000	8.000	26.925	-24.192	36.197
1.000	57.000	2.000	9.000	-16.110	-9.902	18.910
1.000	57.000	2.000	10.000	26.046	-24.584	35.816
1.000	57.000	2.000	1.000	-25.012	-6.204	25.770
1.000	57.000	2.000	2.000	5.889	-12.990	14.262
1.000	57.000	2.000	3.000	4.222	-10.256	11.091
1.000	57.000	2.000	4.000	4.340	-21.399	21.834
1.000	57.000	2.000	5.000	2.470	-14.071	14.286
1.000	57.000	2.000	6.000	12.937	-18.841	22.855
1.000	57.000	2.000	7.000	-1.428	-20.921	20.969
1.000	57.000	2.000	8.000	11.282	-22.168	24.874
1.000	57.000	2.000	9.000	-18.750	-9.712	21.115
1.000	57.000	2.000	10.000	-35.373	-6.126	35.900
