Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	54.000	2.000	1.000	79.665	-23.948	83.187
2.000	54.000	2.000	2.000	-78.101	2.248	78.134
2.000	54.000	2.000	3.000	-2.639	-10.850	11.166
2.000	54.000	2.000	4.000	33.919	-6.842	34.602
2.000	54.000	2.000	5.000	6.549	-1.271	6.671
2.000	54.000	2.000	6.000	10.557	-16.422	19.522
2.000	54.000	2.000	7.000	54.642	-0.880	54.649
2.000	54.000	2.000	8.000	44.769	0.195	44.769
2.000	54.000	2.000	9.000	-28.054	0.880	28.068
2.000	54.000	2.000	10.000	-15.444	0.782	15.464
2.000	54.000	2.000	1.000	29.129	-6.647	29.878
2.000	54.000	2.000	2.000	116.321	-1.564	116.331
2.000	54.000	2.000	3.000	-65.394	10.948	66.304
2.000	54.000	2.000	4.000	90.000	-8.113	90.365
2.000	54.000	2.000	5.000	-36.363	-3.617	36.542
2.000	54.000	2.000	6.000	-0.977	-10.068	10.115
2.000	54.000	2.000	7.000	-15.151	0.000	15.151
2.000	54.000	2.000	8.000	-43.205	-5.767	43.588
2.000	54.000	2.000	9.000	-19.745	-8.015	21.310
2.000	54.000	2.000	10.000	-17.595	-12.610	21.647
2.000	54.000	2.000	1.000	-4.203	-16.129	16.667
2.000	54.000	2.000	2.000	7.136	-3.910	8.137
2.000	54.000	2.000	3.000	17.399	-15.933	23.592
2.000	54.000	2.000	4.000	-48.288	2.150	48.336
2.000	54.000	2.000	5.000	79.274	-0.489	79.276
2.000	54.000	2.000	6.000	60.018	0.489	60.020
2.000	54.000	2.000	7.000	-29.031	-5.474	29.543
2.000	54.000	2.000	8.000	24.242	-14.565	28.280
2.000	54.000	2.000	9.000	2.248	-6.158	6.556
2.000	54.000	2.000	10.000	-54.055	-1.759	54.084
2.000	54.000	2.000	1.000	-12.903	-12.707	18.110
2.000	54.000	2.000	2.000	-10.655	-9.970	14.592
2.000	54.000	2.000	3.000	-51.416	-0.098	51.416
2.000	54.000	2.000	4.000	-62.266	-0.489	62.268
2.000	54.000	2.000	5.000	2.639	-16.226	16.440
2.000	54.000	2.000	6.000	20.234	-23.069	30.685
2.000	54.000	2.000	7.000	32.746	-16.617	36.721
2.000	54.000	2.000	8.000	-42.227	-3.617	42.382
2.000	54.000	2.000	9.000	12.903	-3.421	13.349
2.000	54.000	2.000	10.000	37.829	-4.887	38.143
2.000	54.000	2.000	1.000	30.302	-7.429	31.199
2.000	54.000	2.000	2.000	-17.497	-1.662	17.576
2.000	54.000	2.000	3.000	-28.152	-6.842	28.971
2.000	54.000	2.000	4.000	23.460	-6.647	24.383
2.000	54.000	2.000	5.000	9.482	-4.594	10.536
2.000	54.000	2.000	6.000	23.460	-3.421	23.708
2.000	54.000	2.000	7.000	-12.903	-12.805	18.178
2.000	54.000	2.000	8.000	0.195	-4.594	4.598
2.000	54.000	2.000	9.000	60.604	-6.158	60.916
2.000	54.000	2.000	10.000	-26.001	-0.293	26.003
2.000	54.000	2.000	1.000	10.361	-4.985	11.498
2.000	54.000	2.000	2.000	7.429	-14.271	16.089
2.000	54.000	2.000	3.000	5.865	-14.271	15.429
2.000	54.000	2.000	4.000	34.114	-7.038	34.833
2.000	54.000	2.000	5.000	-43.400	0.977	43.411
2.000	54.000	2.000	6.000	0.195	-11.925	11.927
2.000	54.000	2.000	7.000	15.053	-17.790	23.304
2.000	54.000	2.000	8.000	-8.406	-0.880	8.452
2.000	54.000	2.000	9.000	66.176	-3.519	66.269
2.000	54.000	2.000	10.000	66.078	-3.421	66.167
2.000	54.000	2.000	1.000	-52.198	-0.489	52.200
2.000	54.000	2.000	2.000	36.167	-16.324	39.680
2.000	54.000	2.000	3.000	21.114	-11.046	23.828
2.000	54.000	2.000	4.000	24.339	-10.948	26.688
2.000	54.000	2.000	5.000	20.429	-11.339	23.365
2.000	54.000	2.000	6.000	0.880	-6.940	6.996
2.000	54.000	2.000	7.000	14.858	-16.031	21.857
2.000	54.000	2.000	8.000	-15.835	-14.467	21.449
2.000	54.000	2.000	9.000	11.632	-17.302	20.848
2.000	54.000	2.000	10.000	-15.249	-19.647	24.871
2.000	54.000	2.000	1.000	-51.220	-1.075	51.232
2.000	54.000	2.000	2.000	52.393	-21.114	56.488
2.000	54.000	2.000	3.000	97.651	-16.911	99.104
2.000	54.000	2.000	4.000	23.557	-3.421	23.805
2.000	54.000	2.000	5.000	0.684	-13.783	13.800
2.000	54.000	2.000	6.000	21.505	-19.843	29.261
2.000	54.000	2.000	7.000	-2.053	-5.376	5.755
2.000	54.000	2.000	8.000	14.076	-8.113	16.247
2.000	54.000	2.000	9.000	-23.557	-7.722	24.791
2.000	54.000	2.000	10.000	31.475	-11.730	33.590
2.000	54.000	2.000	1.000	-15.640	-15.542	22.049
2.000	54.000	2.000	2.000	29.129	-25.024	38.402
2.000	54.000	2.000	3.000	42.521	-2.835	42.615
2.000	54.000	2.000	4.000	34.701	-7.233	35.447
2.000	54.000	2.000	5.000	-4.496	-1.564	4.761
2.000	54.000	2.000	6.000	-43.009	-2.053	43.058
2.000	54.000	2.000	7.000	23.362	-3.812	23.671
2.000	54.000	2.000	8.000	27.858	-5.181	28.336
2.000	54.000	2.000	9.000	7.624	-14.956	16.787
2.000	54.000	2.000	10.000	18.475	-7.233	19.840
2.000	54.000	2.000	1.000	20.820	-8.309	22.417
2.000	54.000	2.000	2.000	28.054	-22.775	36.135
2.000	54.000	2.000	3.000	-16.715	-10.264	19.615
2.000	54.000	2.000	4.000	3.128	-2.444	3.969
2.000	54.000	2.000	5.000	-4.985	-14.467	15.302
2.000	54.000	2.000	6.000	-0.489	-16.031	16.038
2.000	54.000	2.000	7.000	-62.168	-0.782	62.173
2.000	54.000	2.000	8.000	22.580	-18.181	28.990
2.000	54.000	2.000	9.000	51.514	-4.594	51.718
2.000	54.000	2.000	10.000	-30.986	-4.594	31.325
