Grp	sID	Phase	Trial	S/L	L/R	RE	
2.000	5.000	2.000	1.000	27.399	-3.095	27.573
2.000	5.000	2.000	2.000	50.147	-25.238	56.139
2.000	5.000	2.000	3.000	-33.213	-7.011	33.945
2.000	5.000	2.000	4.000	-7.988	-16.978	18.763
2.000	5.000	2.000	5.000	10.093	-12.984	16.446
2.000	5.000	2.000	6.000	-5.923	-16.000	17.061
2.000	5.000	2.000	7.000	36.702	-18.337	41.028
2.000	5.000	2.000	8.000	25.903	-15.666	30.271
2.000	5.000	2.000	9.000	-44.304	-2.570	44.379
2.000	5.000	2.000	10.000	-1.476	-1.372	2.015
2.000	5.000	2.000	1.000	27.473	-16.454	32.023
2.000	5.000	2.000	2.000	21.978	-13.006	25.539
2.000	5.000	2.000	3.000	8.310	-21.330	22.892
2.000	5.000	2.000	4.000	33.950	-19.511	39.157
2.000	5.000	2.000	5.000	1.247	-16.111	16.159
2.000	5.000	2.000	6.000	11.297	0.372	11.303
2.000	5.000	2.000	7.000	20.300	-17.620	26.880
2.000	5.000	2.000	8.000	-0.223	-14.537	14.539
2.000	5.000	2.000	9.000	3.233	-4.721	5.722
2.000	5.000	2.000	10.000	33.852	-19.413	39.023
2.000	5.000	2.000	1.000	4.496	-11.992	12.807
2.000	5.000	2.000	2.000	18.293	12.637	22.234
2.000	5.000	2.000	3.000	22.553	-20.865	30.725
2.000	5.000	2.000	4.000	23.736	-18.608	30.161
2.000	5.000	2.000	5.000	-19.072	-8.903	21.048
2.000	5.000	2.000	6.000	15.089	-20.557	25.500
2.000	5.000	2.000	7.000	-7.587	-12.657	14.757
2.000	5.000	2.000	8.000	-15.620	-1.248	15.670
2.000	5.000	2.000	9.000	-24.456	0.929	24.474
2.000	5.000	2.000	10.000	20.707	-10.254	23.106
2.000	5.000	2.000	1.000	26.206	-10.755	28.327
2.000	5.000	2.000	2.000	4.034	3.430	5.295
2.000	5.000	2.000	3.000	-10.217	-0.669	10.239
2.000	5.000	2.000	4.000	23.258	-11.437	25.918
2.000	5.000	2.000	5.000	29.435	-17.931	34.466
2.000	5.000	2.000	6.000	-12.199	-10.586	16.152
2.000	5.000	2.000	7.000	-6.215	-14.329	15.619
2.000	5.000	2.000	8.000	-18.092	-10.280	20.809
2.000	5.000	2.000	9.000	-19.739	2.099	19.851
2.000	5.000	2.000	10.000	5.590	-4.823	7.383
2.000	5.000	2.000	1.000	-30.958	-9.274	32.317
2.000	5.000	2.000	2.000	27.678	-11.838	30.103
2.000	5.000	2.000	3.000	-7.194	-12.658	14.559
2.000	5.000	2.000	4.000	13.949	0.367	13.953
2.000	5.000	2.000	5.000	16.680	-10.148	19.524
2.000	5.000	2.000	6.000	-0.616	-14.340	14.353
2.000	5.000	2.000	7.000	-8.476	-15.504	17.670
2.000	5.000	2.000	8.000	-9.157	-11.770	14.912
2.000	5.000	2.000	9.000	-33.310	-6.422	33.923
2.000	5.000	2.000	10.000	38.989	-3.608	39.155
2.000	5.000	2.000	1.000	34.280	-0.358	34.282
2.000	5.000	2.000	2.000	21.972	-16.444	27.444
2.000	5.000	2.000	3.000	-3.854	-12.566	13.143
2.000	5.000	2.000	4.000	-24.574	-9.483	26.340
2.000	5.000	2.000	5.000	11.670	-10.335	15.588
2.000	5.000	2.000	6.000	-6.993	-10.301	12.450
2.000	5.000	2.000	7.000	26.687	-16.158	31.198
2.000	5.000	2.000	8.000	16.077	-17.514	23.774
2.000	5.000	2.000	9.000	-38.317	-4.841	38.621
2.000	5.000	2.000	10.000	14.133	-6.018	15.361
2.000	5.000	2.000	1.000	46.154	-6.371	46.592
2.000	5.000	2.000	2.000	-44.124	-11.116	45.502
